coordinate	candidate	loss
5	0.56	-0.2412771699080437
5	0.57	-0.24559195131063144
5	0.58	-0.2500550953583722
5	0.59	-0.2546734303473165
5	0.6	-0.2594540934764302
5	0.61	-0.264404531597648
5	0.62	-0.2695324979202426
5	0.63	-0.2748460435186434
5	0.64	-0.2803535022319583
5	0.65	-0.2860634672291419
5	0.66	-0.29198475713728067
5	0.67	-0.2981263691811978
5	0.68	-0.30449741625046967
5	0.69	-0.31110704418409557
5	0.7	-0.3179643248344316
5	0.71	-0.32507811963395294
5	0.72	-0.33245690743997836
5	0.73	-0.3401085693818515
5	0.74	-0.3480401223052815
5	0.75	-0.3562573912453753
5	0.76	-0.3647646102422507
5	0.77	-0.3735639398677089
5	0.78	-0.38265488925024704
5	0.79	-0.39203363044827816
5	0.8	-0.4016921941188178
5	0.81	-0.41161753808816326
5	0.82	-0.4217904853313056
5	0.83	-0.43218453583982286
5	0.84	-0.44276456885039506
5	0.85	-0.4534854688836771
5	0.86	-0.4642907317992779
5	0.87	-0.47511113590873133
5	0.88	-0.4858635974410366
5	0.89	-0.4964503670766899
5	0.9	-0.5067587603373982
5	0.91	-0.5166616419898347
5	0.92	-0.5260188930191427
5	0.93	-0.5346800658019002
5	0.94	-0.5424883667078523
5	0.95	-0.5492859874593083
5	0.96	-0.5549206384299823
5	0.97	-0.5592529341489193
5	0.98	-0.5621640755855281
5	0.99	-0.5635631107617053
5	1.0	-0.5633929837863964
6	0.0	-0.507046127535666
6	0.01	-0.5084304430953074
6	0.02	-0.5098082219828143
6	0.03	-0.5111792891507931
6	0.04	-0.512543468192711
6	0.05	-0.5139005813743278
6	0.06	-0.5152504496665773
6	0.07	-0.516592892780035
6	0.08	-0.5179277292007534
6	0.09	-0.5192547762275618
6	0.1	-0.5205738500110855
6	0.11	-0.5218847655941016
6	0.12	-0.5231873369534651
6	0.13	-0.5244813770437114
6	0.14	-0.5257666978420045
6	0.15	-0.5270431103948056
6	0.16	-0.5283104248659504
6	0.17	-0.5295684505866167
6	0.18	-0.5308169961062768
6	0.19	-0.5320558692458336
6	0.2	-0.5332848771519775
6	0.21	-0.5345038263530264
6	0.22	-0.535712522816628
6	0.23	-0.5369107720087637
6	0.24	-0.5380983789542936
6	0.25	-0.539275148299043
6	0.26	-0.5404408843736247
6	0.27	-0.5415953912582322
6	0.28	-0.5427384728494515
6	0.29	-0.5438699329281961
6	0.3	-0.5449895752290714
6	0.31	-0.5460972035113244
6	0.32	-0.5471926216309688
6	0.33	-0.5482756336143472
6	0.34	-0.54934604373299
6	0.35	-0.5504036565797216
6	0.36	-0.5514482771460294
6	0.37	-0.5524797109005665
6	0.38	-0.553497763868927
6	0.39	-0.5545022427143723
6	0.4	-0.5554929548197117
6	0.41	-0.5564697083702868
6	0.42	-0.5574323124375986
6	0.43	-0.5583805770642529
6	0.44	-0.5593143133494463
6	0.45	-0.5602333335353264
6	0.46	-0.5611374510941558
6	0.47	-0.5620264808160432
6	0.48	-0.562900238897309
6	0.49	-0.5637585430294124
