panel	column	draw	log_group_sd	coordinate
1: region 1 intercept, rho=0.80	1. CP	81	-1.0052002581024784	0.2579694130416137
1: region 1 intercept, rho=0.80	2. NCP	81	-1.0052002581024784	0.7048896613878062
1: region 1 intercept, rho=0.80	3. ACP (brms auto)	81	-1.0052002581024784	0.30525614471589785
1: region 1 intercept, rho=0.80	1. CP	82	0.28145096095695543	0.04735090879564652
1: region 1 intercept, rho=0.80	2. NCP	82	0.28145096095695543	0.0357351590557268
1: region 1 intercept, rho=0.80	3. ACP (brms auto)	82	0.28145096095695543	0.05726622777663348
1: region 1 intercept, rho=0.80	1. CP	83	0.009031485090865975	0.40632624804865053
1: region 1 intercept, rho=0.80	2. NCP	83	0.009031485090865975	0.40267304037464463
1: region 1 intercept, rho=0.80	3. ACP (brms auto)	83	0.009031485090865975	0.40591478153029326
1: region 1 intercept, rho=0.80	1. CP	84	0.08377282408990516	0.15528251110955305
1: region 1 intercept, rho=0.80	2. NCP	84	0.08377282408990516	0.1428040321903395
1: region 1 intercept, rho=0.80	3. ACP (brms auto)	84	0.08377282408990516	0.15775708869495558
1: region 1 intercept, rho=0.80	1. CP	85	-0.004617352521668493	-0.14878968660582564
1: region 1 intercept, rho=0.80	2. NCP	85	-0.004617352521668493	-0.1494782895783949
1: region 1 intercept, rho=0.80	3. ACP (brms auto)	85	-0.004617352521668493	-0.1490068603431065
1: region 1 intercept, rho=0.80	1. CP	86	-0.17735265616533924	0.04883188603988409
1: region 1 intercept, rho=0.80	2. NCP	86	-0.17735265616533924	0.058307816498882926
1: region 1 intercept, rho=0.80	3. ACP (brms auto)	86	-0.17735265616533924	0.0446244353846654
1: region 1 intercept, rho=0.80	1. CP	87	0.3348866502708095	0.4211452830563627
1: region 1 intercept, rho=0.80	2. NCP	87	0.3348866502708095	0.3012954106756792
1: region 1 intercept, rho=0.80	3. ACP (brms auto)	87	0.3348866502708095	0.4043379950806918
1: region 1 intercept, rho=0.80	1. CP	88	-0.023611607687106313	1.0968442762914687
1: region 1 intercept, rho=0.80	2. NCP	88	-0.023611607687106313	1.1230507034626083
1: region 1 intercept, rho=0.80	3. ACP (brms auto)	88	-0.023611607687106313	1.0998318343972833
1: region 1 intercept, rho=0.80	1. CP	89	0.573439647905343	0.8987413151072626
1: region 1 intercept, rho=0.80	2. NCP	89	0.573439647905343	0.5065158405755058
1: region 1 intercept, rho=0.80	3. ACP (brms auto)	89	0.573439647905343	0.8462166335454813
1: region 1 intercept, rho=0.80	1. CP	90	0.484267697275053	1.8820336376230036
1: region 1 intercept, rho=0.80	2. NCP	90	0.484267697275053	1.1596117108612929
1: region 1 intercept, rho=0.80	3. ACP (brms auto)	90	0.484267697275053	1.7738051002025725
1: region 1 intercept, rho=0.80	1. CP	91	0.03422843623320361	0.8727788709284212
1: region 1 intercept, rho=0.80	2. NCP	91	0.03422843623320361	0.8434104989641122
1: region 1 intercept, rho=0.80	3. ACP (brms auto)	91	0.03422843623320361	0.8687568496013948
1: region 1 intercept, rho=0.80	1. CP	92	-0.21316690647048966	-0.19024580325263074
1: region 1 intercept, rho=0.80	2. NCP	92	-0.21316690647048966	-0.235446531178498
1: region 1 intercept, rho=0.80	3. ACP (brms auto)	92	-0.21316690647048966	-0.20321315094556827
1: region 1 intercept, rho=0.80	1. CP	93	-0.1321395804917949	-0.1611021789711858
1: region 1 intercept, rho=0.80	2. NCP	93	-0.1321395804917949	-0.18386069825181353
1: region 1 intercept, rho=0.80	3. ACP (brms auto)	93	-0.1321395804917949	-0.16780719707103114
1: region 1 intercept, rho=0.80	1. CP	94	0.32209278019212434	1.2348394180926463
1: region 1 intercept, rho=0.80	2. NCP	94	0.32209278019212434	0.8948028678063585
1: region 1 intercept, rho=0.80	3. ACP (brms auto)	94	0.32209278019212434	1.182611824486274
1: region 1 intercept, rho=0.80	1. CP	95	-0.16318092663757136	0.5454136092798899
1: region 1 intercept, rho=0.80	2. NCP	95	-0.16318092663757136	0.6420879894902397
1: region 1 intercept, rho=0.80	3. ACP (brms auto)	95	-0.16318092663757136	0.5534237022531551
1: region 1 intercept, rho=0.80	1. CP	96	-0.31639270646734535	0.1910461884768648
1: region 1 intercept, rho=0.80	2. NCP	96	-0.31639270646734535	0.26214765920672667
1: region 1 intercept, rho=0.80	3. ACP (brms auto)	96	-0.31639270646734535	0.19098248825608166
1: region 1 intercept, rho=0.80	1. CP	97	-0.6020058329758308	-0.358548438689292
1: region 1 intercept, rho=0.80	2. NCP	97	-0.6020058329758308	-0.6546296126231959
1: region 1 intercept, rho=0.80	3. ACP (brms auto)	97	-0.6020058329758308	-0.42358822710351984
1: region 1 intercept, rho=0.80	1. CP	98	-0.035323684990852845	0.9813569491672817
1: region 1 intercept, rho=0.80	2. NCP	98	-0.035323684990852845	1.0166416163053529
1: region 1 intercept, rho=0.80	3. ACP (brms auto)	98	-0.035323684990852845	0.9869169978443798
1: region 1 intercept, rho=0.80	1. CP	99	0.24201190854746152	0.704165750955461
1: region 1 intercept, rho=0.80	2. NCP	99	0.24201190854746152	0.5528030896869797
1: region 1 intercept, rho=0.80	3. ACP (brms auto)	99	0.24201190854746152	0.6799136424580221
1: region 1 intercept, rho=0.80	1. CP	100	0.21421570247315808	0.46733874451263907
1: region 1 intercept, rho=0.80	2. NCP	100	0.21421570247315808	0.37722380375712017
1: region 1 intercept, rho=0.80	3. ACP (brms auto)	100	0.21421570247315808	0.45877511472768423
1: region 1 intercept, rho=0.80	1. CP	101	0.3511209499029979	1.2357772210188356
1: region 1 intercept, rho=0.80	2. NCP	101	0.3511209499029979	0.8698618709103905
1: region 1 intercept, rho=0.80	3. ACP (brms auto)	101	0.3511209499029979	1.1815317419629154
1: region 1 intercept, rho=0.80	1. CP	102	0.2625627093458169	1.0061752238995372
1: region 1 intercept, rho=0.80	2. NCP	102	0.2625627093458169	0.7738273641462474
