model	sampler	parameter	mean	sd	bulk_ess	mcse	split_rhat	tail_ess
brms S2Z CP	WHMC	total_intercept[713]	9357.998915375032	75.7872295154471	4084.111622070167	1.1909924416390392	0.9997452883913991	1524.3083268732194
brms S2Z CP	WHMC	total_intercept[714]	5617.609944683757	84.2992398886177	3237.948222120944	1.5034701719483778	0.9999156617192044	1062.2920593085942
brms S2Z CP	WHMC	total_intercept[715]	6385.852418025246	84.79345895944535	3366.41119651762	1.4564786818979027	1.000277735302441	1709.8628416150266
brms S2Z CP	WHMC	total_intercept[716]	6232.797458969725	121.61803178908643	2577.69655202613	2.3950228489055703	1.001224908629696	1520.2025028951862
brms S2Z CP	WHMC	total_intercept[717]	6956.571680282349	105.99031618369514	3530.366632321915	1.7806977807705189	0.9995655104642207	1742.8551792241028
brms S2Z CP	WHMC	total_intercept[718]	6778.137614987735	108.10692063512283	2845.9069810053343	2.0511756768523273	0.9995395661809816	1466.869818342724
brms S2Z CP	WHMC	total_intercept[719]	10159.2748962727	113.02750402052006	3279.2787492643506	1.9651802405081935	1.0018294357319066	1459.033337385968
brms S2Z CP	WHMC	total_intercept[720]	8776.174985147736	120.15132722740093	3686.7292875297703	1.9820697545861325	1.0008005365283068	1507.9567984524697
brms S2Z CP	WHMC	total_load[701]	36.040101666524514	18.201077798715804	2530.6267286440625	0.3637203936477223	0.999515889120841	1108.5913758237505
brms S2Z CP	WHMC	total_load[702]	22.361193425801794	11.012408646248563	2693.8425562694074	0.211165524983365	1.0002815714304558	1883.5866544178189
brms S2Z CP	WHMC	total_load[703]	20.488876879214462	13.025560072171798	3105.711087049416	0.2351911685490319	0.9995607307919718	1528.9572408216163
brms S2Z CP	WHMC	total_load[704]	69.70746261632442	13.755979084761371	3369.9648653449326	0.2375865253059481	1.000668718218977	1782.6119119959658
brms S2Z CP	WHMC	total_load[705]	37.43572486190755	15.616784094784636	2606.8890839553146	0.3038697732512741	1.0021602158698217	1172.2731439686158
brms S2Z CP	WHMC	total_load[706]	52.72641085571921	15.452724890700201	3375.7734271354393	0.26646083716978664	1.0009117462571828	1331.3752411375017
brms S2Z CP	WHMC	total_load[707]	57.21064483879278	16.131665692054366	3202.5256263856973	0.28327652523973285	0.9998082499527022	1479.7624077079608
brms S2Z CP	WHMC	total_load[708]	34.231768696372875	17.002148153765912	2470.502427265599	0.342096259833084	1.0010279522303318	1298.5782633403762
brms S2Z CP	WHMC	total_load[709]	15.18684828027608	18.592792529499054	4002.914141723238	0.2941045497885895	1.0016730305051875	1916.930523534774
brms S2Z CP	WHMC	total_load[710]	-15.139304417769301	21.17362743880052	4039.0651834556593	0.3328243259021388	1.000126994486811	1567.6379804859955
brms S2Z CP	WHMC	total_load[711]	72.61941646023202	21.002522206438865	3063.737050291508	0.37921216328971696	0.9997476829523373	1278.424507358714
brms S2Z CP	WHMC	total_load[712]	175.0039320504983	24.706331761283142	3665.0661012057053	0.40592407857648277	0.9995793499811311	1287.09788390491
brms S2Z CP	WHMC	total_load[713]	45.75076578531497	24.36348440641874	4020.1818412331727	0.3853223889216207	0.9997603006864934	1536.289289665144
brms S2Z CP	WHMC	total_load[714]	56.66379401467804	27.283774312224953	2974.214349358958	0.5040918842516579	0.9998516286157375	1295.168586515332
brms S2Z CP	WHMC	total_load[715]	16.5361761879428	27.51600648753139	3758.8699641583307	0.4495273391897273	1.0030510892556586	1508.1808793832874
brms S2Z CP	WHMC	total_load[716]	25.809712854517944	36.885634359150984	2696.917280167185	0.711108333918515	1.0011806408673665	1440.2861328973058
brms S2Z CP	WHMC	total_load[717]	152.43590060082886	33.2207906637889	3554.4109606903075	0.5494135908477554	0.9997366377000437	1846.5117885169893
brms S2Z CP	WHMC	total_load[718]	170.70672860622406	36.15336513394422	3030.498503523581	0.6573912725852424	1.000558911544615	1423.8653865450945
brms S2Z CP	WHMC	total_load[719]	27.378683056832415	34.97143429685158	3459.9970272761716	0.5978457516462167	1.0015573689347421	1457.2851081824117
brms S2Z CP	WHMC	total_load[720]	102.6033121743641	36.54642795436291	2940.4890730742227	0.6749695379327874	1.0026224542575708	1441.5261663245744
brms S2Z NCP	Native Stan	log_tau_intercept	7.826650884233834	0.16019658417033142	149.97339845151416	0.013049014686866662	1.0097906789754827	262.2939349245891
brms S2Z NCP	Native Stan	log_tau_load	4.089107311632416	0.21606726770011156	502.3428846284195	0.009633954052655177	1.0035145780619483	980.2077739459515
brms S2Z NCP	Native Stan	log_sigma_intercept	6.051426967725631	0.014953282461331709	3683.747504131079	0.00024699149693128617	1.0045339633472514	1469.5006989782826
brms S2Z NCP	Native Stan	log_sigma_subj_slope	0.0782894862847167	0.0027834567919164587	3192.41597042124	4.905893239097895e-5	1.0004613806328295	1492.4291863325232
brms S2Z NCP	Native Stan	total_intercept[701]	614.4276596823944	53.36872230667636	2806.3462947072253	1.010002490889646	0.999772088353318	1697.054844601379
brms S2Z NCP	Native Stan	total_intercept[702]	1554.6365700544893	35.249519173548265	3198.1869144757675	0.6234359519032123	0.9998019776967376	1617.5576143733408
brms S2Z NCP	Native Stan	total_intercept[703]	1835.9349313571856	37.50134505731119	2781.447878628677	0.7107579514778128	0.9998017011279786	1779.8104008620774
brms S2Z NCP	Native Stan	total_intercept[704]	4816.21696242157	40.18017930253604	2185.0112837657693	0.8583078149210351	1.0006570089209375	1573.9931015295497
brms S2Z NCP	Native Stan	total_intercept[705]	4120.948937499217	47.132606255957626	3214.5953408619325	0.8332054341076162	0.9998340581472276	1143.4485916002143
brms S2Z NCP	Native Stan	total_intercept[706]	5510.734802831914	46.77476060140756	2783.3959553291443	0.8867942835485118	1.0020467016370718	1720.5771580471298
brms S2Z NCP	Native Stan	total_intercept[707]	5381.33537988435	49.67192541220413	2655.145835550987	0.9625284940351786	0.9999507896322777	1765.8443126023521
brms S2Z NCP	Native Stan	total_intercept[708]	5019.107204035405	55.94654805979775	2610.3380616058207	1.0883115736602058	1.0001807505730915	1503.608669259933
brms S2Z NCP	Native Stan	total_intercept[709]	4326.580597175546	58.23323402759015	2609.096217723365	1.1355120447657276	1.0028498940579529	1510.3269757694718
brms S2Z NCP	Native Stan	total_intercept[710]	5652.630930007574	64.33645497579133	3010.2283968432353	1.1709021734807634	1.0005763046168055	1749.4411488412125
brms S2Z NCP	Native Stan	total_intercept[711]	3736.815177366052	67.4675150786907	2067.403157694418	1.492373992139886	1.0000129159019642	1475.7296540551615
brms S2Z NCP	Native Stan	total_intercept[712]	6561.768455933404	73.37694661314674	2532.051762059052	1.4601157717889168	0.9997156428097981	1664.9839900353397
brms S2Z NCP	Native Stan	total_intercept[713]	9358.02331922268	78.79454682967389	2552.040573937661	1.5587718107066038	1.0002487522471168	1639.5031555255487
brms S2Z NCP	Native Stan	total_intercept[714]	5614.267167792142	82.27528426136581	2398.169625165443	1.673436979090203	1.000179861334133	1697.3648114310947
brms S2Z NCP	Native Stan	total_intercept[715]	6386.572010428209	88.11935638070722	2885.2840097948892	1.6634074988424143	1.0008193602883195	1469.6554980339208
brms S2Z NCP	Native Stan	total_intercept[716]	6227.299448192943	124.06179084749068	2807.881767124859	2.34392650178704	0.9998903467837331	1811.2520923010486
brms S2Z NCP	Native Stan	total_intercept[717]	6956.804283996796	108.43085575555162	2840.345516064023	2.0329405945735464	0.9997467473375203	1572.8725064425432
brms S2Z NCP	Native Stan	total_intercept[718]	6778.915553014682	112.9592803029047	2395.201761494479	2.2964820296867883	1.0028527160180842	1587.6499490206709
brms S2Z NCP	Native Stan	total_intercept[719]	10154.078750153629	116.01287162201328	2855.074527624666	2.1687262915441434	1.0001306414216145	1753.5576643748655
brms S2Z NCP	Native Stan	total_intercept[720]	8773.138553655639	126.48549275177172	2537.5689988411673	2.506747834351263	0.9998608986023609	1469.9786995974132
brms S2Z NCP	Native Stan	total_load[701]	35.65618921576513	17.415557523122335	2698.1746760995143	0.3368665522064052	0.9999464763411393	1696.7700547596912
brms S2Z NCP	Native Stan	total_load[702]	22.494967196086176	11.724908838260067	3334.7199386867637	0.202926999738143	0.9995226998719318	1544.2589345936776
brms S2Z NCP	Native Stan	total_load[703]	20.753103684772185	12.441439682053247	3411.247935307832	0.2123960397988145	0.999995950175631	1613.531631143034
brms S2Z NCP	Native Stan	total_load[704]	69.85048828024523	13.42301988502289	3097.398002598536	0.24108563729414073	0.9999026349685606	1485.3228674690185
brms S2Z NCP	Native Stan	total_load[705]	37.59352825808662	15.101595399485424	4083.255591442469	0.23741713513848425	1.0000043799631986	1362.6198832320974
brms S2Z NCP	Native Stan	total_load[706]	52.70728476976914	14.976922229200511	3426.1807694169847	0.2560174237860856	1.0047808701829786	1411.7814043517997
brms S2Z NCP	Native Stan	total_load[707]	57.90293024299188	16.29866578252727	3444.122557634915	0.27810938164754867	1.0002408241026095	1434.1594321043237
brms S2Z NCP	Native Stan	total_load[708]	33.85954465564106	18.646921099571603	3146.4784084265348	0.3323634054032433	1.0017359339174083	1316.1883512723637
brms S2Z NCP	Native Stan	total_load[709]	15.124931769783517	18.886002874026243	3340.9951334090692	0.32266984574576624	1.0010324190814164	1394.1753549016566
brms S2Z NCP	Native Stan	total_load[710]	-14.987616880915816	21.332419977035777	3287.1966826912267	0.3704180524934463	1.000154563798501	1522.1873067878382
brms S2Z NCP	Native Stan	total_load[711]	72.28827513274044	21.83170047992626	2129.992061978682	0.4767355645663529	1.0000506205829933	1603.7892721782755
brms S2Z NCP	Native Stan	total_load[712]	175.06906442345877	23.779278564320123	2890.898229735246	0.4419056673603157	1.00022143853371	1355.1760800885759
brms S2Z NCP	Native Stan	total_load[713]	45.86876375573523	25.76467937421246	3950.276318395102	0.4067891573021399	0.9997594976649266	1254.3160081671783
brms S2Z NCP	Native Stan	total_load[714]	57.091710259448575	25.922749349117066	2742.154596952208	0.4948966415069316	0.9996009108528527	1241.6013801750905
brms S2Z NCP	Native Stan	total_load[715]	16.648959727852503	27.44356362892041	3408.12036889147	0.4681480855540363	1.001370216555563	1303.7977403466061
brms S2Z NCP	Native Stan	total_load[716]	27.964712174221013	37.677140874933244	2919.424211827972	0.7007961693381004	0.9996763310918578	1612.2912296912339
brms S2Z NCP	Native Stan	total_load[717]	151.18073448758864	35.39991418255894	2622.7782538968013	0.6925745258312452	1.002198673473996	1567.7334865677037
brms S2Z NCP	Native Stan	total_load[718]	171.16718952378707	36.47385054136119	2176.1224651113794	0.775497166978904	1.002261525710838	1530.456786173535
brms S2Z NCP	Native Stan	total_load[719]	28.582375702960032	35.571566521126776	3609.8473492941653	0.5924279622234135	1.0007926171037704	1576.0751079289596
brms S2Z NCP	Native Stan	total_load[720]	102.51467738240855	37.93224906802015	2551.426369771931	0.7483936832760785	1.000238462147011	1389.4385037156308
brms S2Z NCP	WHMC	log_tau_intercept	7.837122007602061	0.13972638614066157	88.33167026434374	0.015154749517592827	1.0105782230132845	173.96358202830734
brms S2Z NCP	WHMC	log_tau_load	4.0873349769465435	0.21716845785016226	570.1812154479792	0.009044138930241863	1.0087309311472639	855.2541166267079
brms S2Z NCP	WHMC	log_sigma_intercept	6.051685216965654	0.015122961308943377	4194.498933666648	0.0002332623466444231	1.0013453369650611	1266.7367433825575
brms S2Z NCP	WHMC	log_sigma_subj_slope	0.07826008452041082	0.0027562294034541384	3800.2453180541834	4.4585734230650624e-5	1.000763821286548	1694.0115699706703
brms S2Z NCP	WHMC	total_intercept[701]	611.722343391629	53.03689101035202	1653.3530212943363	1.305783195611845	1.0014826228726186	1721.309272751928
brms S2Z NCP	WHMC	total_intercept[702]	1553.8985435314612	34.302614783669746	2452.006619916413	0.6941479058522906	1.0000257181366299	1629.1630874008324
brms S2Z NCP	WHMC	total_intercept[703]	1835.4508847082582	37.37224325909418	2312.3702281857	0.7783480043558072	0.9998231338869863	1439.2028358536159
brms S2Z NCP	WHMC	total_intercept[704]	4815.30670964629	39.14842196517824	2537.930702574195	0.7772795721602759	1.0006930157163165	1852.5977384687178
brms S2Z NCP	WHMC	total_intercept[705]	4120.334487692895	45.81067704829791	2249.3159846016997	0.9647518557484297	0.9999830119333133	1748.3300990509795
brms S2Z NCP	WHMC	total_intercept[706]	5511.571633592477	47.32693852652476	2579.8858800766075	0.9330977893987275	0.9998478902358434	1642.5164408078847
brms S2Z NCP	WHMC	total_intercept[707]	5384.372441152486	48.990878162966915	2382.824640657589	1.0081195272913959	0.9995060278785649	1848.2524466875914
brms S2Z NCP	WHMC	total_intercept[708]	5018.4658108609865	55.60032082225305	2545.791484695917	1.1000793213296831	1.0003589909017552	1646.149201142053
brms S2Z NCP	WHMC	total_intercept[709]	4324.570889259106	59.43710842809653	2022.453102049501	1.3240573838300949	0.999913436206648	1428.4500424233813
brms S2Z NCP	WHMC	total_intercept[710]	5652.860463544563	63.96579007976255	2376.3806683614944	1.3100396664423903	0.9997195214172456	1478.0248441932279
brms S2Z NCP	WHMC	total_intercept[711]	3736.5144029986354	65.64937203948651	1834.862736800576	1.5342854070434724	0.9999803458344462	1525.476050130482
brms S2Z NCP	WHMC	total_intercept[712]	6561.929149084216	75.46243295395706	2839.6463393835506	1.414752336520049	1.0006833972811235	1214.9293361103478
brms S2Z NCP	WHMC	total_intercept[713]	9358.486313251142	74.44334316509521	2784.5469752088693	1.4100581008455975	0.9999434793409813	1658.596998782575
brms S2Z NCP	WHMC	total_intercept[714]	5620.9606249346125	80.4559660491048	2095.730730274053	1.7599139145466147	1.0002280411295559	1211.5342191104148
brms S2Z NCP	WHMC	total_intercept[715]	6384.47535621297	93.16165825253738	2211.56979794047	1.9811440062298256	0.9995420718039403	1753.1291873884504
brms S2Z NCP	WHMC	total_intercept[716]	6236.110528944124	125.56287243497991	1841.4902512547262	2.93634487642034	1.0008834217928493	1752.2602709256719
brms S2Z NCP	WHMC	total_intercept[717]	6955.3125500919095	107.08275044023824	2204.2497095392473	2.2917477340594083	0.9996708652000406	1369.6400350283013
brms S2Z NCP	WHMC	total_intercept[718]	6780.311321486526	116.78441106074668	1784.485799702125	2.7650251998979125	1.0021273659379135	1476.105170989828
brms S2Z NCP	WHMC	total_intercept[719]	10160.650810620846	115.75090759878671	2858.6113972675885	2.166845056236166	0.9999539087199595	1806.4948057247914
brms S2Z NCP	WHMC	total_intercept[720]	8773.440829491836	120.85240213216387	2988.8266992925946	2.2061383249390314	0.9997898041030784	1750.5668668655937
brms S2Z NCP	WHMC	total_load[701]	36.78221942835566	17.58685206398389	1566.6801724408401	0.44264766276346484	0.9998337992967498	1460.0933210480703
brms S2Z NCP	WHMC	total_load[702]	22.763615870589884	11.46297944775965	2640.9309855894257	0.22335243093444904	0.9997144293731097	1689.5283711620455
brms S2Z NCP	WHMC	total_load[703]	20.32308108118298	12.373584886582305	2185.9479584181886	0.2663609030935183	1.0002758294143694	1339.0385855913696
brms S2Z NCP	WHMC	total_load[704]	69.94743146926831	13.226704183444708	2482.125805059773	0.26535895430523937	1.0005456528304653	1600.3047872168456
brms S2Z NCP	WHMC	total_load[705]	37.5292969106686	15.240183485858388	2383.2929571165782	0.31003085773088196	0.9996594619495561	1533.5065237246756
brms S2Z NCP	WHMC	total_load[706]	52.62861945435387	15.462872143685585	2858.883262562842	0.28980937653955835	0.9997677792498093	1660.5345574476537
brms S2Z NCP	WHMC	total_load[707]	57.46745147313309	15.979241638367908	2115.07368687845	0.3459814416168647	1.0001776827852034	1690.851337100759
brms S2Z NCP	WHMC	total_load[708]	34.24894496722812	17.942962224400397	2629.3456210464233	0.3505052567389755	1.0003353994045372	1617.1312364495814
brms S2Z NCP	WHMC	total_load[709]	15.51218362641115	19.215162837690496	2007.2465147305195	0.42924186236718775	0.9997189276233517	1434.2846056353815
brms S2Z NCP	WHMC	total_load[710]	-15.085320458355538	20.750043423714267	2429.1926461468684	0.42172557258599624	0.999919915641477	1628.6373981417503
brms S2Z NCP	WHMC	total_load[711]	71.73069156874413	21.518708910552075	1645.5062443329043	0.5298639416922111	1.0001414276259764	1615.586713495219
brms S2Z NCP	WHMC	total_load[712]	175.36152375835675	25.071964472705506	2362.514538112594	0.517256857655686	1.002332255654003	1260.724604098982
brms S2Z NCP	WHMC	total_load[713]	45.879980923730834	23.684177464504874	3053.320458101232	0.4284642309399641	1.000242252834275	1592.5139722392023
brms S2Z NCP	WHMC	total_load[714]	55.34255956440708	25.53094231159632	1788.9289067032548	0.6084361195551762	0.9999543561885159	1264.4434127415907
brms S2Z NCP	WHMC	total_load[715]	17.00191562086482	29.087536366671323	1860.1580062960395	0.6700003983135713	0.9998140049893364	1391.0798194969875
brms S2Z NCP	WHMC	total_load[716]	25.41095929946808	37.54579287372401	1656.6690973320708	0.9172849778404811	1.0017134277635096	1637.688441137695
brms S2Z NCP	WHMC	total_load[717]	151.8988029807607	34.982587867316006	2020.1025438243141	0.7826864821458536	1.0002725579327185	1278.6369126557754
brms S2Z NCP	WHMC	total_load[718]	169.5679331621558	37.22907243960038	1594.789712448096	0.9319775827608321	1.004424434454025	1477.673336165239
brms S2Z NCP	WHMC	total_load[719]	27.002842204725322	35.63909180324733	2624.241327308736	0.693136939275761	1.0005562272844206	1477.6711008363902
brms S2Z NCP	WHMC	total_load[720]	103.16112218357698	37.41803808147526	2478.1367208670717	0.7531164087081322	1.0017328889525567	1522.6990883196602
brms S2Z auto	Native Stan	log_tau_intercept	7.81797564535525	0.1536206916301998	3989.1219341208052	0.002513916236739012	1.002372574054077	1132.2274889851062
brms S2Z auto	Native Stan	log_tau_load	4.096983158468349	0.21956121694687294	1826.753280301886	0.005142004304436758	1.0000518446826983	1248.3296986041867
brms S2Z auto	Native Stan	log_sigma_intercept	6.051633785619926	0.01531426544331498	3381.6153825690753	0.00026308897133921156	1.0005175491092597	1317.0276236432335
brms S2Z auto	Native Stan	log_sigma_subj_slope	0.07837777416234536	0.0028402160055671765	4412.406594071237	4.1745348454712344e-5	0.9995875341520488	1377.1249927848323
brms S2Z auto	Native Stan	total_intercept[701]	612.7595483970205	54.37301569192445	2573.950391036586	1.0726132493692904	1.0007089573940369	1491.2298004938195
brms S2Z auto	Native Stan	total_intercept[702]	1554.4667497739147	34.17377441644455	2698.8585926925257	0.6576498166317314	1.001677751989879	1727.9213237658905
brms S2Z auto	Native Stan	total_intercept[703]	1834.3355309489218	37.069003502608126	2554.6974873563213	0.7331035030556163	0.9995072114429906	1747.9232600952537
brms S2Z auto	Native Stan	total_intercept[704]	4815.6949883450225	41.539863948799294	2524.865911149641	0.8273117794660446	0.9996146929691959	1568.5014719710236
brms S2Z auto	Native Stan	total_intercept[705]	4121.575621783113	47.393474193560735	1968.575761566492	1.0710516373179348	0.9996030651646297	1548.6932451855857
brms S2Z auto	Native Stan	total_intercept[706]	5510.558225533387	47.440535357709564	2602.3420953216582	0.9295765949303076	0.9995548615920552	1487.6363160193134
brms S2Z auto	Native Stan	total_intercept[707]	5382.32099133787	49.52417683396887	1941.4281938317881	1.1210421425054917	0.9998709707426724	1443.6555239264014
brms S2Z auto	Native Stan	total_intercept[708]	5018.268624273173	53.676953800889805	2022.9841098005554	1.1910417034668466	0.9997893656044866	1744.7229736381476
brms S2Z auto	Native Stan	total_intercept[709]	4327.01381257518	59.278079539433826	2102.593537140982	1.2852416916682874	1.0006642780631083	1601.731764553897
brms S2Z auto	Native Stan	total_intercept[710]	5653.1768005794975	64.91833222454824	2285.2061497145755	1.3604843000084221	1.0000267397020706	1478.0521978704508
brms S2Z auto	Native Stan	total_intercept[711]	3735.5303203055896	68.17476479379981	2031.4448759053603	1.5140115077806158	0.999693882253934	1771.2635374634608
brms S2Z auto	Native Stan	total_intercept[712]	6562.848560901167	74.01563539985408	1793.389513006693	1.7641912138563964	0.9999276653818346	1778.4672373793517
brms S2Z auto	Native Stan	total_intercept[713]	9354.73567262855	79.69016263101115	2351.4780288901134	1.641896456642127	0.999669280505218	1413.6044459153159
brms S2Z auto	Native Stan	total_intercept[714]	5617.627237654226	84.13939112616987	2249.2945684066012	1.7744857572544541	1.0004381477521735	1434.3385283525984
brms S2Z auto	Native Stan	total_intercept[715]	6383.4475282643225	86.54202914984323	2220.0648691976367	1.840012786209529	1.000291187272277	1624.8452154651022
brms S2Z auto	Native Stan	total_intercept[716]	6237.584833908184	128.93214368073652	1972.0404264864342	2.9148474231570116	0.9997757100599529	1533.3755681662292
brms S2Z auto	Native Stan	total_intercept[717]	6957.270634135375	104.61299480693881	1502.5446578902295	2.727850558529326	0.9998668952528342	1343.1280370023298
brms S2Z auto	Native Stan	total_intercept[718]	6781.332883730328	114.49882025453422	2411.9659527048134	2.31550019139699	0.9998752514863787	1652.1154498664682
brms S2Z auto	Native Stan	total_intercept[719]	10152.603166741355	119.50676207191414	2213.1940628741163	2.542969778101087	0.9997362603693118	1551.237722570837
brms S2Z auto	Native Stan	total_intercept[720]	8772.28637083219	119.47226610351211	2009.1533180008732	2.6656204135431736	1.0006497316389067	1557.164176662876
brms S2Z auto	Native Stan	total_load[701]	36.09504993459598	18.02174149887772	2692.135199545949	0.3472688249880622	1.0016550806467097	1560.5514652745999
brms S2Z auto	Native Stan	total_load[702]	22.718076775969436	11.174654727233367	2814.15572750203	0.21042777700036816	1.0022179140089325	1941.8831482023725
brms S2Z auto	Native Stan	total_load[703]	20.97770418575171	12.048837234977656	2379.329982387672	0.24667680125026617	0.9995308192381546	1468.7764907409994
brms S2Z auto	Native Stan	total_load[704]	69.64800500618527	13.823742169671162	2523.2639021566665	0.27536809972019954	1.0012984595971222	1774.165277761321
brms S2Z auto	Native Stan	total_load[705]	37.20735322831242	15.436591400390155	2006.7665906184513	0.34506568402084836	0.9996887687328626	1403.9744044190272
brms S2Z auto	Native Stan	total_load[706]	52.83162686790939	15.407359945394633	2508.833475114291	0.3074438586579689	0.9996452614127062	1484.6520709499234
brms S2Z auto	Native Stan	total_load[707]	57.90935631386886	16.093365685160464	1965.858831296954	0.36296650494331933	0.9999211428171908	1533.2670499325804
brms S2Z auto	Native Stan	total_load[708]	34.03826361311499	17.13289543935997	1858.8425343705499	0.3974827631320373	1.0000338315719843	1711.392594293262
brms S2Z auto	Native Stan	total_load[709]	14.673657749995572	18.80775741902642	1985.9309154703326	0.42286606206063204	1.0025723009499352	1686.501897835797
brms S2Z auto	Native Stan	total_load[710]	-14.916349728029909	20.549417769688468	2403.591164020712	0.41813883433256105	0.9999713033959927	1620.6668500629694
brms S2Z auto	Native Stan	total_load[711]	72.54493089370443	21.604973921825717	2170.762267000645	0.4632635646942221	0.9995611836824198	1509.1410813878583
brms S2Z auto	Native Stan	total_load[712]	175.34208059214308	24.591571575071864	1811.2185775057458	0.5819266578533566	0.9996152356238477	1462.4578531328173
brms S2Z auto	Native Stan	total_load[713]	46.45208099648333	25.516791567416483	2431.330349079117	0.5162543978665295	1.0005429470605598	1468.0129688129687
brms S2Z auto	Native Stan	total_load[714]	56.26902910309796	27.05418471024174	1979.5679844133306	0.6056098076179137	1.0016123933291725	1456.2667669686189
brms S2Z auto	Native Stan	total_load[715]	18.726548450836702	27.748199445071734	2149.922026506496	0.5980622256667009	0.9995025543107543	1814.6998779946418
brms S2Z auto	Native Stan	total_load[716]	24.987562344994625	39.152315904494564	1587.5167867334694	0.984760561419808	1.0005897891799491	1290.9182699314815
brms S2Z auto	Native Stan	total_load[717]	152.23284625415204	33.932818702813684	1527.0551098041167	0.8678479131395012	0.999988413274414	1696.1162877948318
brms S2Z auto	Native Stan	total_load[718]	170.67756381164332	36.77407291939565	2236.2158615930666	0.7777475082074172	0.9999830597279166	1584.4096165882524
brms S2Z auto	Native Stan	total_load[719]	29.511084620816362	37.342724199251556	2269.2665718984367	0.7835037871791837	0.9995878889643673	1384.2832554722659
brms S2Z auto	Native Stan	total_load[720]	103.35756668588574	35.30230262915738	2016.9407987033524	0.7871720954659454	0.9998493703664004	1780.39785735307
brms S2Z auto	WHMC	log_tau_intercept	7.816292151903142	0.16597489601176757	4269.706680993224	0.002571125554149103	1.001841639526507	1545.8232558223076
brms S2Z auto	WHMC	log_tau_load	4.112666473877399	0.22126390081112474	2169.0625687675843	0.00476446191366678	1.000136075983724	1560.536277209596
brms S2Z auto	WHMC	log_sigma_intercept	6.051323052992122	0.01471497040556308	2745.1011175874814	0.0002807674466717159	1.0042264220858699	1409.316841890941
brms S2Z auto	WHMC	log_sigma_subj_slope	0.07828117260392486	0.002894901317926112	4091.620309696487	4.469777517044118e-5	1.0004724461392691	1227.5417573916234
brms S2Z auto	WHMC	total_intercept[701]	615.815052627055	51.94787439283465	2221.377474559708	1.1015348497229422	1.0029531829625764	1446.656351318187
brms S2Z auto	WHMC	total_intercept[702]	1553.958527502218	35.07386275469022	2276.6143339633454	0.7350195509966642	1.001639159196736	1711.5756541442447
brms S2Z auto	WHMC	total_intercept[703]	1835.1502377825636	36.10750892673478	2502.2475572967815	0.7207252198506693	0.9998524253838109	1687.2249762386714
brms S2Z auto	WHMC	total_intercept[704]	4816.891408409424	41.16827535382908	2280.839445635339	0.8601729909340088	0.9997449318500572	1621.2717783342764
brms S2Z auto	WHMC	total_intercept[705]	4119.8983723246865	47.533809039688606	2493.73350646735	0.9488298582486782	1.00034078728061	1551.042796979184
brms S2Z auto	WHMC	total_intercept[706]	5511.168665579625	45.117381477493254	2192.2712313342395	0.9579971630086631	1.001641320138392	1600.850388314893
brms S2Z auto	WHMC	total_intercept[707]	5381.763582566079	49.90228412399549	2353.4840078103516	1.0289786299412462	1.0003876697024532	1294.5811255735794
brms S2Z auto	WHMC	total_intercept[708]	5017.2466302743915	55.96923315428526	2269.383716493194	1.176026205570111	1.0001829905365873	1562.0298339374924
brms S2Z auto	WHMC	total_intercept[709]	4327.197839635412	57.63438998088117	2494.504459617456	1.1580266047562495	1.0005400750569355	1650.6012889956996
brms S2Z auto	WHMC	total_intercept[710]	5654.720030116527	66.01426105641102	2269.1562015411632	1.386716380470222	0.9997884290943839	1452.7410114429792
brms S2Z auto	WHMC	total_intercept[711]	3735.4395580739633	67.67947814047959	2021.7381125913062	1.5049238154356024	1.0003375776286623	1394.4105887930145
brms S2Z auto	WHMC	total_intercept[712]	6557.069451807271	72.34152550061478	2211.792959932713	1.5437059063970138	0.9999443074689566	1657.0906739605011
brms S2Z auto	WHMC	total_intercept[713]	9357.379668787755	75.04490740652824	2082.715765320471	1.641328212805311	1.0001297848981061	1372.6962351259006
brms S2Z auto	WHMC	total_intercept[714]	5617.096878263106	84.36535034560417	2497.2729713568738	1.6870758718347783	0.9997834282228052	1264.461223559783
brms S2Z auto	WHMC	total_intercept[715]	6383.0554850045655	87.23677702513054	2378.0876751535056	1.7879444067149377	1.0003049587115893	1648.334159384152
brms S2Z auto	WHMC	total_intercept[716]	6233.091899294458	124.18599121903034	2407.2004839063416	2.528967259431214	0.9999759488213106	1555.3060288128795
brms S2Z auto	WHMC	total_intercept[717]	6952.921955533258	105.8925010907404	2269.1730453139025	2.227811997766406	1.0011345284728435	1637.9242156930363
brms S2Z auto	WHMC	total_intercept[718]	6777.300049608953	113.01769821222291	2154.4892453861967	2.434743217067653	1.0001696828743338	1774.550635883215
brms S2Z auto	WHMC	total_intercept[719]	10157.754488779461	118.77361278019549	2339.4010449460397	2.4652596620107317	1.000381150579368	1263.2090998703388
brms S2Z auto	WHMC	total_intercept[720]	8769.73031779294	124.66834799657232	2645.5688216148933	2.4297086034977644	1.0006371505531328	1477.6251345628557
brms S2Z auto	WHMC	total_load[701]	35.20336497926721	17.291403547961142	2347.653452064825	0.3588034619482054	0.9997699467901195	1905.8181824753901
brms S2Z auto	WHMC	total_load[702]	22.471799291877964	11.569716089387416	2060.8274926188997	0.25570886371826296	1.0023730576468384	1429.93897148066
brms S2Z auto	WHMC	total_load[703]	20.740081847116613	11.918932552716763	2639.347247282621	0.23219238941776063	0.9995611222777178	1668.1438658735365
