model	sampler	parameter	difference	combined_mcse	difference_in_combined_mcse
brms S2Z NCP	WHMC	log_sigma_intercept	0.00015796189345618217	0.00033022736696677424	0.47834283059912314
brms S2Z NCP	WHMC	log_sigma_subj_slope	8.714986706921668e-5	5.9619406372216415e-5	1.4617701243974461
brms S2Z NCP	WHMC	total_intercept[701]	-2.8430673253511713	1.7689456773454855	-1.6072100809887695
brms S2Z NCP	WHMC	total_intercept[702]	-0.06556309056918508	1.0344183219867262	-0.06338160217740844
brms S2Z NCP	WHMC	total_intercept[703]	1.1105299998864666	1.0605039338551332	1.0471719759204279
brms S2Z NCP	WHMC	total_intercept[704]	-1.0681667445769563	1.2036310547806075	-0.8874536265364613
brms S2Z NCP	WHMC	total_intercept[705]	1.857959458334335	1.3351372405240574	1.3915868735749322
brms S2Z NCP	WHMC	total_intercept[706]	0.21667238353256835	1.2994872026750472	0.16673683518124643
brms S2Z NCP	WHMC	total_intercept[707]	1.2937100751005346	1.4757663468968711	0.8766361137187126
brms S2Z NCP	WHMC	total_intercept[708]	-0.7316317603936113	1.516805656468119	-0.48235036392019753
brms S2Z NCP	WHMC	total_intercept[709]	-2.000277329815617	1.7868234452106413	-1.1194599752858139
brms S2Z NCP	WHMC	total_intercept[710]	-1.8394383060613109	1.8899375954989053	-0.9732799169888656
brms S2Z NCP	WHMC	total_intercept[711]	1.913876287621406	2.0394285406123176	0.9384375326270487
brms S2Z NCP	WHMC	total_intercept[712]	-0.9399181785320252	2.069175823282671	-0.4542476129654752
brms S2Z NCP	WHMC	total_intercept[713]	-2.002379965475484	2.273570236550707	-0.8807205219722383
