index	centeredness	loss	admissible
8	0.29	-0.033665182677183825	true
8	0.3	-0.03377554161879336	true
8	0.31	-0.033884256031935275	true
8	0.32	-0.03399129537410184	true
8	0.33	-0.03409662919267668	true
8	0.34	-0.034200227140637154	true
8	0.35	-0.034302058992530284	true
8	0.36	-0.03440209466071075	true
8	0.37	-0.034500304211830604	true
8	0.38	-0.03459665788356711	true
8	0.39	-0.03469112610157741	true
8	0.4	-0.03478367949666474	true
8	0.41	-0.03487428892214226	true
8	0.42	-0.03496292547138024	true
8	0.43	-0.03504956049551872	true
8	0.44	-0.03513416562133086	true
8	0.45	-0.035216712769218624	true
8	0.46	-0.03529717417132276	true
8	0.47	-0.03537552238972908	true
8	0.48	-0.03545173033475015	true
8	0.49	-0.03552577128326443	true
8	0.5	-0.0355976188970905	true
8	0.51	-0.0356672472413759	true
8	0.52	-0.035734630802978916	true
8	0.53	-0.03579974450882091	true
8	0.54	-0.035862563744186296	true
8	0.55	-0.035923064370947465	true
8	0.56	-0.035981222745690315	true
8	0.57	-0.03603701573771769	true
8	0.58	-0.03609042074690468	true
8	0.59	-0.03614141572138339	true
8	0.6	-0.03618997917503064	true
8	0.61	-0.036236090204734804	true
8	0.62	-0.03627972850741638	true
8	0.63	-0.03632087439677729	true
8	0.64	-0.03635950881975378	true
8	0.65	-0.036395613372648156	true
8	0.66	-0.03642917031691392	true
8	0.67	-0.03646016259457055	true
8	0.68	-0.0364885738432219	true
8	0.69	-0.03651438841065616	true
8	0.7	-0.03653759136900068	true
8	0.71	-0.0365581685284115	true
8	0.72	-0.03657610645027162	true
8	0.73	-0.03659139245987745	true
8	0.74	-0.03660401465859079	true
8	0.75	-0.036613961935435826	true
8	0.76	-0.03662122397811948	true
8	0.77	-0.036625791283456555	true
8	0.78	-0.03662765516718015	true
8	0.79	-0.03662680777312002	true
8	0.8	-0.03662324208173037	true
8	0.81	-0.0366169519179528	true
8	0.82	-0.036607931958397955	true
8	0.83	-0.036596177737832324	true
8	0.84	-0.03658168565495791	true
8	0.85	-0.03656445297747154	true
8	0.86	-0.036544477846395106	true
8	0.87	-0.036521759279666006	true
8	0.88	-0.03649629717498031	true
8	0.89	-0.03646809231188224	true
8	0.9	-0.036437146353093156	true
8	0.91	-0.03640346184507825	true
8	0.92	-0.036367042217845195	true
8	0.93	-0.03632789178397613	true
8	0.94	-0.03628601573689067	true
8	0.95	-0.036241420148342696	true
8	0.96	-0.03619411196515272	true
8	0.97	-0.03614409900518019	true
8	0.98	-0.03609138995254105	true
8	0.99	-0.0360359943520769	true
8	1.0	-0.035977922603084134	true
9	0.0	-0.030651486238968035	true
9	0.01	-0.03071920409488124	true
9	0.02	-0.030786166776428873	true
9	0.03	-0.030852364202436852	true
