model	sampler	qoi	bulk_ess	mcse
brms S2Z auto	Native Stan	total_load[707]	1965.858831296954	0.36296650494331933
brms S2Z auto	Native Stan	total_load[708]	1858.8425343705499	0.3974827631320373
brms S2Z auto	Native Stan	total_load[709]	1985.9309154703326	0.42286606206063204
brms S2Z auto	Native Stan	total_load[710]	2403.591164020712	0.41813883433256105
brms S2Z auto	Native Stan	total_load[711]	2170.762267000645	0.4632635646942221
brms S2Z auto	Native Stan	total_load[712]	1811.2185775057458	0.5819266578533566
brms S2Z auto	Native Stan	total_load[713]	2431.330349079117	0.5162543978665295
brms S2Z auto	Native Stan	total_load[714]	1979.5679844133306	0.6056098076179137
brms S2Z auto	Native Stan	total_load[715]	2149.922026506496	0.5980622256667009
brms S2Z auto	Native Stan	total_load[716]	1587.5167867334694	0.984760561419808
brms S2Z auto	Native Stan	total_load[717]	1527.0551098041167	0.8678479131395012
brms S2Z auto	Native Stan	total_load[718]	2236.2158615930666	0.7777475082074172
brms S2Z auto	Native Stan	total_load[719]	2269.2665718984367	0.7835037871791837
brms S2Z auto	Native Stan	total_load[720]	2016.9407987033524	0.7871720954659454
brms S2Z auto	WHMC	population_intercept_at_mean_load	2019.060348723216	12.423625264327105
brms S2Z auto	WHMC	population_load	2016.9798693685661	0.35096038235779997
brms S2Z auto	WHMC	log_tau_intercept	4269.706680993224	0.002571125554149103
brms S2Z auto	WHMC	log_tau_load	2169.0625687675843	0.00476446191366678
brms S2Z auto	WHMC	log_sigma_intercept	2745.1011175874814	0.0002807674466717159
brms S2Z auto	WHMC	log_sigma_subj_slope	4091.620309696487	4.469777517044118e-5
brms S2Z auto	WHMC	total_intercept[701]	2221.377474559708	1.1015348497229422
brms S2Z auto	WHMC	total_intercept[702]	2276.6143339633454	0.7350195509966642
brms S2Z auto	WHMC	total_intercept[703]	2502.2475572967815	0.7207252198506693
brms S2Z auto	WHMC	total_intercept[704]	2280.839445635339	0.8601729909340088
brms S2Z auto	WHMC	total_intercept[705]	2493.73350646735	0.9488298582486782
brms S2Z auto	WHMC	total_intercept[706]	2192.2712313342395	0.9579971630086631
brms S2Z auto	WHMC	total_intercept[707]	2353.4840078103516	1.0289786299412462
brms S2Z auto	WHMC	total_intercept[708]	2269.383716493194	1.176026205570111
brms S2Z auto	WHMC	total_intercept[709]	2494.504459617456	1.1580266047562495
brms S2Z auto	WHMC	total_intercept[710]	2269.1562015411632	1.386716380470222
brms S2Z auto	WHMC	total_intercept[711]	2021.7381125913062	1.5049238154356024
brms S2Z auto	WHMC	total_intercept[712]	2211.792959932713	1.5437059063970138
brms S2Z auto	WHMC	total_intercept[713]	2082.715765320471	1.641328212805311
brms S2Z auto	WHMC	total_intercept[714]	2497.2729713568738	1.6870758718347783
brms S2Z auto	WHMC	total_intercept[715]	2378.0876751535056	1.7879444067149377
brms S2Z auto	WHMC	total_intercept[716]	2407.2004839063416	2.528967259431214
brms S2Z auto	WHMC	total_intercept[717]	2269.1730453139025	2.227811997766406
brms S2Z auto	WHMC	total_intercept[718]	2154.4892453861967	2.434743217067653
brms S2Z auto	WHMC	total_intercept[719]	2339.4010449460397	2.4652596620107317
brms S2Z auto	WHMC	total_intercept[720]	2645.5688216148933	2.4297086034977644
brms S2Z auto	WHMC	total_load[701]	2347.653452064825	0.3588034619482054
brms S2Z auto	WHMC	total_load[702]	2060.8274926188997	0.25570886371826296
brms S2Z auto	WHMC	total_load[703]	2639.347247282621	0.23219238941776063
brms S2Z auto	WHMC	total_load[704]	2246.4125869963796	0.2876921123149748
brms S2Z auto	WHMC	total_load[705]	2538.001751084779	0.3040245569641428
brms S2Z auto	WHMC	total_load[706]	2275.307483861732	0.31285617609047084
brms S2Z auto	WHMC	total_load[707]	2443.5311770708445	0.33819761378527824
brms S2Z auto	WHMC	total_load[708]	2343.2913847842938	0.3725059893182096
brms S2Z auto	WHMC	total_load[709]	2565.958236717662	0.3638634231628374
brms S2Z auto	WHMC	total_load[710]	2398.0799906004822	0.4380194591807839
brms S2Z auto	WHMC	total_load[711]	2118.971996088436	0.48812411033711617
brms S2Z auto	WHMC	total_load[712]	2317.755949158698	0.49417775720850704
brms S2Z auto	WHMC	total_load[713]	2123.5707702268473	0.5298071053492533
brms S2Z auto	WHMC	total_load[714]	2558.6804076469384	0.5365973563474925
brms S2Z auto	WHMC	total_load[715]	2367.9874593716713	0.5774134953413262
brms S2Z auto	WHMC	total_load[716]	2184.3776946843172	0.8139492209963688
brms S2Z auto	WHMC	total_load[717]	2034.7233169584924	0.7486497964156611
brms S2Z auto	WHMC	total_load[718]	2027.3239328209766	0.8243361872269277
brms S2Z auto	WHMC	total_load[719]	2545.8775767436487	0.7144792612884633
brms S2Z auto	WHMC	total_load[720]	2584.1017706956095	0.75274998913413
total coefficients CP	WHMC	population_intercept_at_mean_load	2024.1163335149822	12.308370781523358
total coefficients CP	WHMC	population_load	2044.971780921689	0.35347514329688196
total coefficients CP	WHMC	log_tau_intercept	2491.1529243351583	0.0032208151012916614
total coefficients CP	WHMC	log_tau_load	1894.5589177510224	0.005287233439665858
total coefficients CP	WHMC	log_sigma_intercept	3076.954506877631	0.00026587421744814216
total coefficients CP	WHMC	log_sigma_subj_slope	3319.6173549091636	4.737637551125306e-5
total coefficients CP	WHMC	total_intercept[701]	2708.4099151136147	0.9779482884112143
total coefficients CP	WHMC	total_intercept[702]	2513.2876363476016	0.6667808990137356
total coefficients CP	WHMC	total_intercept[703]	3052.495419512404	0.696395644371363
total coefficients CP	WHMC	total_intercept[704]	2457.7285075851382	0.8285148608068603
total coefficients CP	WHMC	total_intercept[705]	1780.6879158834208	1.08399685051982
total coefficients CP	WHMC	total_intercept[706]	2193.565310285173	1.0079744773955674
total coefficients CP	WHMC	total_intercept[707]	3091.0273388613905	0.9055369593066122
total coefficients CP	WHMC	total_intercept[708]	2876.865548425568	0.9845783306304838
total coefficients CP	WHMC	total_intercept[709]	1831.7140408431023	1.3467931912642501
total coefficients CP	WHMC	total_intercept[710]	2746.787388491792	1.2338160938907201
total coefficients CP	WHMC	total_intercept[711]	2252.210297594607	1.378795572955569
total coefficients CP	WHMC	total_intercept[712]	2164.4380066748618	1.6027545812726698
total coefficients CP	WHMC	total_intercept[713]	2554.234810869991	1.5234502230920202
total coefficients CP	WHMC	total_intercept[714]	2658.956551393126	1.5318455789858292
total coefficients CP	WHMC	total_intercept[715]	3164.7811449712262	1.6109343566649668
total coefficients CP	WHMC	total_intercept[716]	2633.0902351784325	2.470302468616065
total coefficients CP	WHMC	total_intercept[717]	2648.295297805289	2.0509963009333454
total coefficients CP	WHMC	total_intercept[718]	2519.7789728383605	2.2770080664524937
total coefficients CP	WHMC	total_intercept[719]	2081.9279433473293	2.5121925031853864
total coefficients CP	WHMC	total_intercept[720]	2288.258136847339	2.631456961430647
total coefficients CP	WHMC	total_load[701]	2421.375335885371	0.34600435048998235
total coefficients CP	WHMC	total_load[702]	2431.299297864927	0.22020643504150494
total coefficients CP	WHMC	total_load[703]	2921.4167446273486	0.23535213657528314
total coefficients CP	WHMC	total_load[704]	2232.6895583752985	0.28852588506736837
total coefficients CP	WHMC	total_load[705]	1702.2751137857306	0.36445338849775843
total coefficients CP	WHMC	total_load[706]	2177.7744358924	0.33614800815408025
total coefficients CP	WHMC	total_load[707]	3331.115613519774	0.2872421593991018
total coefficients CP	WHMC	total_load[708]	2555.8668001565306	0.3379302658128338
total coefficients CP	WHMC	total_load[709]	2192.4198010298655	0.40515015425371387
total coefficients CP	WHMC	total_load[710]	2512.7612876081475	0.4202588660634063
total coefficients CP	WHMC	total_load[711]	2272.778036701262	0.44103837777707766
total coefficients CP	WHMC	total_load[712]	1824.9241903928385	0.58703234996504
total coefficients CP	WHMC	total_load[713]	3159.089815095445	0.4348809889679383
total coefficients CP	WHMC	total_load[714]	2545.160071977967	0.500254086212512
total coefficients CP	WHMC	total_load[715]	3086.9282326826155	0.5183349271908785
total coefficients CP	WHMC	total_load[716]	2533.9132706831206	0.7557985758808465
total coefficients CP	WHMC	total_load[717]	2835.083732614262	0.6513179039443173
total coefficients CP	WHMC	total_load[718]	2204.9195336075236	0.7726976526402616
total coefficients CP	WHMC	total_load[719]	2158.331767191001	0.7669356918061714
total coefficients CP	WHMC	total_load[720]	2071.846772692215	0.8428978271285432
total coefficients NCP	WHMC	population_intercept_at_mean_load	2104.135987995591	12.104730685044606
total coefficients NCP	WHMC	population_load	2072.9419797173973	0.34321584435657065
total coefficients NCP	WHMC	log_tau_intercept	96.23366761153939	0.01504419246307368
total coefficients NCP	WHMC	log_tau_load	479.5805611042053	0.009789408362429324
total coefficients NCP	WHMC	log_sigma_intercept	2552.5210349493077	0.0003025550874056596
total coefficients NCP	WHMC	log_sigma_subj_slope	2428.477437618454	5.630648910889489e-5
total coefficients NCP	WHMC	total_intercept[701]	2823.8137377571015	1.0115505105625204
total coefficients NCP	WHMC	total_intercept[702]	3053.4069106406214	0.6249321632042298
total coefficients NCP	WHMC	total_intercept[703]	2669.1191906055415	0.6980974317179679
total coefficients NCP	WHMC	total_intercept[704]	2703.5323299931265	0.7799297573897009
total coefficients NCP	WHMC	total_intercept[705]	2088.737142506511	1.0266669956454983
total coefficients NCP	WHMC	total_intercept[706]	2431.0885917900723	0.9156124619087875
total coefficients NCP	WHMC	total_intercept[707]	2405.201408488349	1.037036460765564
total coefficients NCP	WHMC	total_intercept[708]	2722.4039896132695	1.0306776377750355
total coefficients NCP	WHMC	total_intercept[709]	2641.004926365367	1.1240324772364518
total coefficients NCP	WHMC	total_intercept[710]	2354.7435275499297	1.3517076804556272
total coefficients NCP	WHMC	total_intercept[711]	2815.633740832784	1.208814624226214
total coefficients NCP	WHMC	total_intercept[712]	2560.2600821106253	1.4550890010413313
total coefficients NCP	WHMC	total_intercept[713]	2804.3006149265675	1.4469638606454578
total coefficients NCP	WHMC	total_intercept[714]	2015.6620063629612	1.77907319361153
total coefficients NCP	WHMC	total_intercept[715]	2968.042143265256	1.6617271636915651
total coefficients NCP	WHMC	total_intercept[716]	2140.5857469752314	2.6417520263284406
total coefficients NCP	WHMC	total_intercept[717]	2186.4520306411487	2.317536125705055
total coefficients NCP	WHMC	total_intercept[718]	2114.7222870566493	2.5194543494353505
total coefficients NCP	WHMC	total_intercept[719]	2955.1138903517653	2.1598509017680447
total coefficients NCP	WHMC	total_intercept[720]	2979.5829616661804	2.270724590713319
total coefficients NCP	WHMC	total_load[701]	2723.676460925885	0.3363762438011669
total coefficients NCP	WHMC	total_load[702]	2873.9857132416137	0.205909236945383
total coefficients NCP	WHMC	total_load[703]	3233.4126647491735	0.2060756322771135
total coefficients NCP	WHMC	total_load[704]	2707.848041294003	0.25869618580721265
total coefficients NCP	WHMC	total_load[705]	2098.902396529747	0.33305450733190156
total coefficients NCP	WHMC	total_load[706]	2551.577965028023	0.294779829178548
total coefficients NCP	WHMC	total_load[707]	2491.761200075257	0.3287525112506071
total coefficients NCP	WHMC	total_load[708]	2661.121908087045	0.33948243787398097
total coefficients NCP	WHMC	total_load[709]	2762.758076358498	0.3631846215923182
total coefficients NCP	WHMC	total_load[710]	2146.0991010382286	0.4628220818497053
total coefficients NCP	WHMC	total_load[711]	2751.982831609144	0.3986529618689349
total coefficients NCP	WHMC	total_load[712]	2370.6333154582503	0.500875139937253
total coefficients NCP	WHMC	total_load[713]	3460.2773738644228	0.41218780616951445
total coefficients NCP	WHMC	total_load[714]	1791.899421390773	0.6048771870176631
total coefficients NCP	WHMC	total_load[715]	3215.84569791939	0.5030480641935596
total coefficients NCP	WHMC	total_load[716]	2012.6439191402264	0.843137774994201
total coefficients NCP	WHMC	total_load[717]	1974.491379647722	0.7731581810932805
total coefficients NCP	WHMC	total_load[718]	1576.2491106919947	0.9359638764741515
total coefficients NCP	WHMC	total_load[719]	3681.4035687232363	0.5962174076648061
total coefficients NCP	WHMC	total_load[720]	2421.9612667806814	0.7764841229043522
total coefficients ACP	WHMC	population_intercept_at_mean_load	2075.354861326134	12.256038082181256
total coefficients ACP	WHMC	population_load	2060.7707559715454	0.3470306059188802
total coefficients ACP	WHMC	log_tau_intercept	3472.9141691111113	0.0027827000104821663
total coefficients ACP	WHMC	log_tau_load	2045.9594720130858	0.0048575678152543815
total coefficients ACP	WHMC	log_sigma_intercept	4216.784571581567	0.00023374942038804195
total coefficients ACP	WHMC	log_sigma_subj_slope	4647.942856932897	3.9580120253597875e-5
total coefficients ACP	WHMC	total_intercept[701]	1945.0168492310795	1.1933562148231331
total coefficients ACP	WHMC	total_intercept[702]	1980.8187220289337	0.7669289078283033
total coefficients ACP	WHMC	total_intercept[703]	2629.953788684625	0.7203075578095409
total coefficients ACP	WHMC	total_intercept[704]	1999.072804433202	0.9190017316276485
total coefficients ACP	WHMC	total_intercept[705]	2502.097186452564	0.9229546618681526
total coefficients ACP	WHMC	total_intercept[706]	2693.126063028351	0.9044310395687596
total coefficients ACP	WHMC	total_intercept[707]	2270.454873614114	1.0777668251190091
total coefficients ACP	WHMC	total_intercept[708]	2537.869673340501	1.044281995572319
total coefficients ACP	WHMC	total_intercept[709]	2573.2237467311093	1.1998375176162104
total coefficients ACP	WHMC	total_intercept[710]	2206.752176353273	1.3622261879833666
total coefficients ACP	WHMC	total_intercept[711]	2503.6460726408664	1.3435911066978432
total coefficients ACP	WHMC	total_intercept[712]	2397.168003799775	1.509955103295651
total coefficients ACP	WHMC	total_intercept[713]	1971.3640945078243	1.7834959413379508
total coefficients ACP	WHMC	total_intercept[714]	2714.399370276172	1.5817724977462992
total coefficients ACP	WHMC	total_intercept[715]	2292.3382097530566	1.8475166961823712
total coefficients ACP	WHMC	total_intercept[716]	2503.009395684585	2.4282409302583785
total coefficients ACP	WHMC	total_intercept[717]	2441.8307143457014	2.16222119135323
total coefficients ACP	WHMC	total_intercept[718]	2433.7656329031834	2.401526800079599
total coefficients ACP	WHMC	total_intercept[719]	2830.9218454331503	2.1664649220298675
total coefficients ACP	WHMC	total_intercept[720]	2369.3486149354367	2.507318832656739
total coefficients ACP	WHMC	total_load[701]	1985.4298060778929	0.3899207698846321
total coefficients ACP	WHMC	total_load[702]	1924.9395702248705	0.2598563398622831
total coefficients ACP	WHMC	total_load[703]	2278.0845175085697	0.25344292265487084
total coefficients ACP	WHMC	total_load[704]	2068.802076138199	0.3017780265923007
total coefficients ACP	WHMC	total_load[705]	2381.1415566842034	0.3078261858842731
total coefficients ACP	WHMC	total_load[706]	2388.067624550895	0.30918092671262826
total coefficients ACP	WHMC	total_load[707]	2184.0953689770026	0.35740357967930486
total coefficients ACP	WHMC	total_load[708]	2673.716626083669	0.33162270766753643
total coefficients ACP	WHMC	total_load[709]	2508.4343764211417	0.38865677081509775
total coefficients ACP	WHMC	total_load[710]	2037.4294077184593	0.4572377288037833
total coefficients ACP	WHMC	total_load[711]	2623.5457690479507	0.42960521990958944
total coefficients ACP	WHMC	total_load[712]	2348.377473814451	0.4930211089704325
total coefficients ACP	WHMC	total_load[713]	2001.2812702843084	0.569284467735446
total coefficients ACP	WHMC	total_load[714]	2889.8575898778745	0.48307762202051613
total coefficients ACP	WHMC	total_load[715]	2342.5317437415642	0.5887220840251789
total coefficients ACP	WHMC	total_load[716]	2213.7731421534486	0.7761999850658989
total coefficients ACP	WHMC	total_load[717]	2416.3815336672565	0.6844825750310306
total coefficients ACP	WHMC	total_load[718]	2415.022728690695	0.7649917905467496
total coefficients ACP	WHMC	total_load[719]	2786.3916747288895	0.6705556532153435
total coefficients ACP	WHMC	total_load[720]	2286.2028315347443	0.7774289805471087
