prior	arm	qoi	bulk_ess	mcse	mean	sd
Gaussian	brms NCP / WHMC	total_load[706]	2255.632071586408	0.3261847610331774	52.58195658725941	15.375324871836089
Gaussian	brms NCP / WHMC	total_load[707]	2493.422560136436	0.33447934923652056	58.00578595443632	16.689734887791698
Gaussian	brms NCP / WHMC	total_load[708]	2548.7557690917974	0.34270643983601234	33.64650845025075	17.25925461451585
Gaussian	brms NCP / WHMC	total_load[709]	3023.598641729438	0.34295445882052833	14.825656402005276	18.844314543419202
Gaussian	brms NCP / WHMC	total_load[710]	1955.5947749970712	0.4874784288416798	-15.515062911062596	21.51443492526787
Gaussian	brms NCP / WHMC	total_load[711]	1841.1735772384357	0.5249123052634318	72.11575376928792	22.5364229464033
Gaussian	brms NCP / WHMC	total_load[712]	2195.9341530697634	0.5397113116270166	175.13998709161046	25.294956346833665
Gaussian	brms NCP / WHMC	total_load[713]	1597.629557127854	0.6295355265887375	46.631800012720085	24.855119628274476
Gaussian	brms NCP / WHMC	total_load[714]	1887.0806835508838	0.5855066346710096	55.01647102316939	25.591480725429996
Gaussian	brms NCP / WHMC	total_load[715]	1194.253488416726	0.8138798280869212	17.32816461679377	28.480567476078285
Gaussian	brms NCP / WHMC	total_load[716]	1608.5712486845903	0.941630707605335	27.870370942360722	38.29901595466516
Gaussian	brms NCP / WHMC	total_load[717]	1731.8868732925462	0.7872140446137755	151.2400616244775	32.81615144214202
Gaussian	brms NCP / WHMC	total_load[718]	1055.5220343440658	1.131168894333493	170.967260841064	36.59465767373916
Gaussian	brms NCP / WHMC	total_load[719]	1403.7434079563807	0.9747322507259968	28.032833087509246	36.30948992510597
Gaussian	brms NCP / WHMC	total_load[720]	1525.591239338408	0.960752146909078	104.81314662730485	37.54983026811126
Gaussian	Totals NCP / WHMC	population_intercept_at_mean_load	2030.3970363733326	12.741277803819733	5627.672277267043	573.4971893505069
Gaussian	Totals NCP / WHMC	population_load	2179.0602456956767	0.3400933720937187	59.022347841825976	15.852816893776222
Gaussian	Totals NCP / WHMC	log_tau_intercept	98.87039931613431	0.016092002696656227	7.829217212205876	0.1610463182207523
Gaussian	Totals NCP / WHMC	log_tau_load	319.94715330140946	0.012380298392931836	4.110906031277505	0.22134324999120394
Gaussian	Totals NCP / WHMC	log_sigma_intercept	4881.874316919948	0.00021406907292478156	6.051301868446332	0.014960482900004795
Gaussian	Totals NCP / WHMC	log_sigma_subj_slope	3867.5831562565095	4.496455188786939e-5	0.0782043668725733	0.0027949685496262747
Gaussian	Totals NCP / WHMC	total_intercept[701]	3343.0756960537624	0.9109377976015274	614.7500182275344	52.52765159486398
Gaussian	Totals NCP / WHMC	total_intercept[702]	2312.85931796901	0.7143254211137424	1554.982644413431	34.3553820274825
Gaussian	Totals NCP / WHMC	total_intercept[703]	2753.6253523160285	0.7059468157095707	1834.2903099633716	37.12752384645354
Gaussian	Totals NCP / WHMC	total_intercept[704]	3487.895585973279	0.6905395044368006	4816.386922980626	40.612330111515504
Gaussian	Totals NCP / WHMC	total_intercept[705]	2307.0638583306104	0.9704055094319957	4117.520374035594	46.67963984096612
Gaussian	Totals NCP / WHMC	total_intercept[706]	2213.9631897636127	0.9515888577222973	5511.438471895585	44.69891675444254
Gaussian	Totals NCP / WHMC	total_intercept[707]	2220.1137084851352	1.0352529619266846	5381.753879435712	48.75285823572006
Gaussian	Totals NCP / WHMC	total_intercept[708]	1719.7579438120742	1.327297421965969	5020.312056202082	55.09699341287954
Gaussian	Totals NCP / WHMC	total_intercept[709]	1692.5639508544607	1.4082059534024585	4327.023052856395	57.89708911997909
Gaussian	Totals NCP / WHMC	total_intercept[710]	1919.6002155986907	1.4349216354125154	5654.058368859041	62.598667719750495
