arm	parameter	mean	mcse	bulk_ess	mean_difference_mcse
total_online_gradient	region_4_total_intercept	1.9168444256479988	0.0008720916633388104	1305.266801768595	1.46480273536266
total_online_gradient	region_5_total_intercept	2.2791258094030025	0.0009355580900652318	1213.3794968401603	2.3538859578193727
total_online_gradient	region_6_total_intercept	2.9159999388939952	0.0022631305388460055	2415.2806899035295	1.5159349974905303
total_online_position	population_intercept_at_mean_log_sat	3.452480596538081	0.007239711368400364	1839.9714504278459	0.25204814594994956
total_online_position	population_log_sat_slope	0.42826548254798397	0.00028375981106292734	889.6516922416123	1.4795605133027594
total_online_position	group_sd_1	0.7095135568703591	0.007569875721241054	3569.2722039072437	1.0689924520207277
total_online_position	residual_sd	0.3766967992891887	5.778988778043794e-5	3508.033560309189	0.48006565357512887
total_online_position	region_1_total_intercept	2.6641782376688807	0.0018721430942956736	1899.9846000611356	0.9189224996747586
total_online_position	region_2_total_intercept	1.4476247215201639	0.0006269945502855832	1099.0506052343856	1.8622353863964947
total_online_position	region_3_total_intercept	2.250170054853639	0.0011812993198375243	830.2951807827999	1.482885784721675
total_online_position	region_4_total_intercept	1.9168444256479988	0.0008720916633388104	1305.266801768595	1.46480273536266
total_online_position	region_5_total_intercept	2.2791258094030025	0.0009355580900652318	1213.3794968401603	2.3538859578193727
total_online_position	region_6_total_intercept	2.9159999388939952	0.0022631305388460055	2415.2806899035295	1.5159349974905303
total_posthoc_gradient	population_intercept_at_mean_log_sat	3.455084276210858	0.007368670793667509	1727.014811769472	0.0
total_posthoc_gradient	population_log_sat_slope	0.4277135452043225	0.0002421575210787436	1122.7688935077683	0.0
total_posthoc_gradient	group_sd_1	0.6982391709362423	0.007343753514220659	2919.7128269377154	0.0
total_posthoc_gradient	residual_sd	0.37665831340657724	5.5562848913001385e-5	3963.2732568898687	0.0
total_posthoc_gradient	region_1_total_intercept	2.6663615222022163	0.0014628966847929025	2848.6657459499443	0.0
total_posthoc_gradient	region_2_total_intercept	1.4491398034410004	0.0005184536074718908	1491.3939003491412	0.0
total_posthoc_gradient	region_3_total_intercept	2.2524732815627138	0.0010084542529770332	1058.352499675998	0.0
total_posthoc_gradient	region_4_total_intercept	1.9185145809883217	0.0007345014223933202	1591.0630113389736	0.0
total_posthoc_gradient	region_5_total_intercept	2.2819793296357256	0.0007709109951507281	1621.8087149432572	0.0
total_posthoc_gradient	region_6_total_intercept	2.9206250997499157	0.0020462196776070297	2866.970243867313	0.0
total_posthoc_position	population_intercept_at_mean_log_sat	3.455084276210858	0.007368670793667509	1727.014811769472	0.0
total_posthoc_position	population_log_sat_slope	0.4277135452043225	0.0002421575210787436	1122.7688935077683	0.0
total_posthoc_position	group_sd_1	0.6982391709362423	0.007343753514220659	2919.7128269377154	0.0
total_posthoc_position	residual_sd	0.37665831340657724	5.5562848913001385e-5	3963.2732568898687	0.0
total_posthoc_position	region_1_total_intercept	2.6663615222022163	0.0014628966847929025	2848.6657459499443	0.0
total_posthoc_position	region_2_total_intercept	1.4491398034410004	0.0005184536074718908	1491.3939003491412	0.0
total_posthoc_position	region_3_total_intercept	2.2524732815627138	0.0010084542529770332	1058.352499675998	0.0
total_posthoc_position	region_4_total_intercept	1.9185145809883217	0.0007345014223933202	1591.0630113389736	0.0
total_posthoc_position	region_5_total_intercept	2.2819793296357256	0.0007709109951507281	1621.8087149432572	0.0
total_posthoc_position	region_6_total_intercept	2.9206250997499157	0.0020462196776070297	2866.970243867313	0.0
