coordinate	candidate	loss
7	0.98	-0.5936580292705445
7	0.99	-0.5936715295754574
7	1.0	-0.5936432115880684
8	0.0	-0.32311694890661746
8	0.01	-0.3252383174378618
8	0.02	-0.32738435666257387
8	0.03	-0.32955537633908266
8	0.04	-0.33175168513772035
8	0.05	-0.33397359016154304
8	0.06	-0.3362213964278304
8	0.07	-0.338495406308167
8	0.08	-0.3407959189241656
8	0.09	-0.34312322949603896
8	0.1	-0.34547762864118553
8	0.11	-0.34785940161932566
8	0.12	-0.35026882752132726
8	0.13	-0.35270617839780705
8	0.14	-0.35517171832402256
8	0.15	-0.3576657023976186
8	0.16	-0.36018837566457584
8	0.17	-0.36273997196976776
8	0.18	-0.3653207127276251
8	0.19	-0.36793080560841196
8	0.2	-0.370570443135531
8	0.21	-0.37323980118897426
8	0.22	-0.3759390374102445
8	0.23	-0.378668289503285
8	0.24	-0.38142767342654715
8	0.25	-0.38421728147094336
8	0.26	-0.3870371802179702
8	0.27	-0.38988740837306807
8	0.28	-0.39276797446844336
8	0.29	-0.3956788544300779
8	0.3	-0.3986199890037914
8	0.31	-0.40159128103479297
8	0.32	-0.4045925925960489
8	0.33	-0.40762374196048284
8	0.34	-0.4106845004127037
8	0.35	-0.41377458889619345
8	0.36	-0.416893674492523
8	0.37	-0.4200413667296709
8	0.38	-0.4232172137173859
8	0.39	-0.42642069810854927
8	0.4	-0.42965123288608187
8	0.41	-0.4329081569768972
8	0.42	-0.4361907306950965
8	0.43	-0.4394981310186963
8	0.44	-0.4428294467058557
8	0.45	-0.44618367325857744
8	0.46	-0.44955970774432213
8	0.47	-0.4529563434885185
8	0.48	-0.4563722646536924
8	0.49	-0.45980604072441683
8	0.5	-0.463256120920464
8	0.51	-0.46672082856445046
8	0.52	-0.4701983554344092
8	0.53	-0.47368675613609396
8	0.54	-0.47718394253447133
8	0.55	-0.48068767828898434
8	0.56	-0.484195573542356
8	0.57	-0.48770507981814654
8	0.58	-0.491213485188047
8	0.59	-0.4947179097755905
8	0.6	-0.4982153016687545
8	0.61	-0.501702433319879
8	0.62	-0.5051758985166749
8	0.63	-0.5086321100137313
8	0.64	-0.512067297918643
8	0.65	-0.5154775089313783
8	0.66	-0.5188586065390208
8	0.67	-0.5222062722707304
